Name,Product,Activity,Location,Database,Code,Amount,Unit,Removed flow product,Removed flow activity,Removed flow location,Removed flow database,Removed flow code
SUV_FC_H2_ELD,"transport, passenger car","SUV_FC_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,vtus9sl9l3vd7iivuvfnj603g8eu1t34,5e-06,unit,passenger car,"passenger car, fuel cell electric, Large SUV",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,66df834a76de47deaf60bac962b083e7
SUV_FC_H2_ELD,"transport, passenger car","SUV_FC_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,vtus9sl9l3vd7iivuvfnj603g8eu1t34,0.01476676322637519,kilogram,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,d4c7b2e95b454990bc558f29711a0d1e
SUV_FC_H2_LD,"transport, passenger car","SUV_FC_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,w1u72mdudahobjxf1fujpehjgdlv681a,5e-06,unit,passenger car,"passenger car, fuel cell electric, Large SUV",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,66df834a76de47deaf60bac962b083e7
SUV_FC_H2_LD,"transport, passenger car","SUV_FC_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,w1u72mdudahobjxf1fujpehjgdlv681a,0.01476676322637519,kilogram,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,d4c7b2e95b454990bc558f29711a0d1e
SUV_FC_H2_MD,"transport, passenger car","SUV_FC_H2_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,qqflc6qn9fa1bo8mm3wqznh066q845lt,5e-06,unit,passenger car,"passenger car, fuel cell electric, Large SUV",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,66df834a76de47deaf60bac962b083e7
SUV_FC_H2_MD,"transport, passenger car","SUV_FC_H2_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,qqflc6qn9fa1bo8mm3wqznh066q845lt,0.01476676322637519,kilogram,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,d4c7b2e95b454990bc558f29711a0d1e
SUV_FC_H2_SD,"transport, passenger car","SUV_FC_H2_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,8au7tc7ibu7lf0h3w065xcs6czq2lx0j,5e-06,unit,passenger car,"passenger car, fuel cell electric, Large SUV",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,66df834a76de47deaf60bac962b083e7
SUV_FC_H2_SD,"transport, passenger car","SUV_FC_H2_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,8au7tc7ibu7lf0h3w065xcs6czq2lx0j,0.01476676322637519,kilogram,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,d4c7b2e95b454990bc558f29711a0d1e
SUV_GASOLINE_ELD,"transport, passenger car, EURO-6ab","SUV_GASOLINE_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,7qktm2j8zpujlii0h34wrkribyow4ucf,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,9f2ede04056d4abda56af19e3e92cbe9
SUV_GASOLINE_ELD,"transport, passenger car, EURO-6ab","SUV_GASOLINE_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,7qktm2j8zpujlii0h34wrkribyow4ucf,0.07837839819682466,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
SUV_GASOLINE_LD,"transport, passenger car, EURO-6ab","SUV_GASOLINE_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,nkrj81p9h1qhin8o3bibguafzdudo6t6,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,9f2ede04056d4abda56af19e3e92cbe9
SUV_GASOLINE_LD,"transport, passenger car, EURO-6ab","SUV_GASOLINE_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,nkrj81p9h1qhin8o3bibguafzdudo6t6,0.07837839819682466,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
SUV_GASOLINE_MD,"transport, passenger car, EURO-6ab","SUV_GASOLINE_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,cent8i5pgm36emqryy8dtcp7bpq7u083,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,9f2ede04056d4abda56af19e3e92cbe9
SUV_GASOLINE_MD,"transport, passenger car, EURO-6ab","SUV_GASOLINE_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,cent8i5pgm36emqryy8dtcp7bpq7u083,0.07837839819682466,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
SUV_GASOLINE_SD,"transport, passenger car, EURO-6ab","SUV_GASOLINE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,ynpbqs3bvcpuxl96ydt1q2rbgfwpnefw,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,9f2ede04056d4abda56af19e3e92cbe9
SUV_GASOLINE_SD,"transport, passenger car, EURO-6ab","SUV_GASOLINE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,ynpbqs3bvcpuxl96ydt1q2rbgfwpnefw,0.07837839819682466,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
SUV_HY_GASOLINE_ELD,"transport, passenger car, EURO-6ab","SUV_HY_GASOLINE_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,o17z45giy8ictkj9495rvv1swgx2tnu6,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline hybrid, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0deeb73522b5473f83beea008793fe4e
SUV_HY_GASOLINE_ELD,"transport, passenger car, EURO-6ab","SUV_HY_GASOLINE_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,o17z45giy8ictkj9495rvv1swgx2tnu6,0.06971466163149372,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
SUV_HY_GASOLINE_LD,"transport, passenger car, EURO-6ab","SUV_HY_GASOLINE_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,k0dj8t730830z02m1xjdgmz8qur60twl,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline hybrid, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0deeb73522b5473f83beea008793fe4e
SUV_HY_GASOLINE_LD,"transport, passenger car, EURO-6ab","SUV_HY_GASOLINE_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,k0dj8t730830z02m1xjdgmz8qur60twl,0.06971466163149372,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
SUV_HY_GASOLINE_MD,"transport, passenger car, EURO-6ab","SUV_HY_GASOLINE_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,6su9up3ig9szj5e5nporgiboy6uv9bze,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline hybrid, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0deeb73522b5473f83beea008793fe4e
SUV_HY_GASOLINE_MD,"transport, passenger car, EURO-6ab","SUV_HY_GASOLINE_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,6su9up3ig9szj5e5nporgiboy6uv9bze,0.06971466163149372,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
SUV_HY_GASOLINE_SD,"transport, passenger car, EURO-6ab","SUV_HY_GASOLINE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,vz4tz8n2g2otynhft6x3a3npo0js2uxe,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline hybrid, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0deeb73522b5473f83beea008793fe4e
SUV_HY_GASOLINE_SD,"transport, passenger car, EURO-6ab","SUV_HY_GASOLINE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,vz4tz8n2g2otynhft6x3a3npo0js2uxe,0.06971466163149372,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
SUV_PHEV_GASOLINE_ELD,"transport, passenger car, EURO-6ab","SUV_PHEV_GASOLINE_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,ij4rp08nekbwovxhn366rc4uz85m72ps,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, plugin gasoline hybrid, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,44e1b48b54a846398b7b185cb64c7d6e
SUV_PHEV_GASOLINE_ELD,"transport, passenger car, EURO-6ab","SUV_PHEV_GASOLINE_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,ij4rp08nekbwovxhn366rc4uz85m72ps,0.1887454814313156,kilowatt hour,"electricity, low voltage","market group for electricity, low voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,b5f117934b9b8b3cb69a359536987fc0
SUV_PHEV_GASOLINE_ELD,"transport, passenger car, EURO-6ab","SUV_PHEV_GASOLINE_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,ij4rp08nekbwovxhn366rc4uz85m72ps,0.03459647976753571,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
SUV_PHEV_GASOLINE_LD,"transport, passenger car, EURO-6ab","SUV_PHEV_GASOLINE_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,6pmvzx7xlwqsskhvm85jfb6oojrmut65,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, plugin gasoline hybrid, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,44e1b48b54a846398b7b185cb64c7d6e
SUV_PHEV_GASOLINE_LD,"transport, passenger car, EURO-6ab","SUV_PHEV_GASOLINE_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,6pmvzx7xlwqsskhvm85jfb6oojrmut65,0.1887454814313156,kilowatt hour,"electricity, low voltage","market group for electricity, low voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,b5f117934b9b8b3cb69a359536987fc0
SUV_PHEV_GASOLINE_LD,"transport, passenger car, EURO-6ab","SUV_PHEV_GASOLINE_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,6pmvzx7xlwqsskhvm85jfb6oojrmut65,0.03459647976753571,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
SUV_PHEV_GASOLINE_MD,"transport, passenger car, EURO-6ab","SUV_PHEV_GASOLINE_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,9nnsyukrp3q8c2akn0i3wp39w934mvsu,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, plugin gasoline hybrid, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,44e1b48b54a846398b7b185cb64c7d6e
SUV_PHEV_GASOLINE_MD,"transport, passenger car, EURO-6ab","SUV_PHEV_GASOLINE_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,9nnsyukrp3q8c2akn0i3wp39w934mvsu,0.1887454814313156,kilowatt hour,"electricity, low voltage","market group for electricity, low voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,b5f117934b9b8b3cb69a359536987fc0
SUV_PHEV_GASOLINE_MD,"transport, passenger car, EURO-6ab","SUV_PHEV_GASOLINE_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,9nnsyukrp3q8c2akn0i3wp39w934mvsu,0.03459647976753571,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
SUV_PHEV_GASOLINE_SD,"transport, passenger car, EURO-6ab","SUV_PHEV_GASOLINE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,4l8owwx0eukntrjma07hwwmc7bmghxez,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, plugin gasoline hybrid, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,44e1b48b54a846398b7b185cb64c7d6e
SUV_PHEV_GASOLINE_SD,"transport, passenger car, EURO-6ab","SUV_PHEV_GASOLINE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,4l8owwx0eukntrjma07hwwmc7bmghxez,0.1887454814313156,kilowatt hour,"electricity, low voltage","market group for electricity, low voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,b5f117934b9b8b3cb69a359536987fc0
SUV_PHEV_GASOLINE_SD,"transport, passenger car, EURO-6ab","SUV_PHEV_GASOLINE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,4l8owwx0eukntrjma07hwwmc7bmghxez,0.03459647976753571,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
SUV_PROPANE_ELD,"transport, passenger car, EURO-6ab","SUV_PROPANE_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,1yb3inaf0bfy5uarm0pgi2vuqiuq8api,0.06294210686823792,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
SUV_PROPANE_ELD,"transport, passenger car, EURO-6ab","SUV_PROPANE_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,1yb3inaf0bfy5uarm0pgi2vuqiuq8api,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, compressed gas, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,b19cae5b9343448bbede9773f199a5a7
SUV_PROPANE_LD,"transport, passenger car, EURO-6ab","SUV_PROPANE_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,27fyos3a3vzqxx3rnt8ef8zsiacq1a7t,0.06294210686823792,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
SUV_PROPANE_LD,"transport, passenger car, EURO-6ab","SUV_PROPANE_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,27fyos3a3vzqxx3rnt8ef8zsiacq1a7t,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, compressed gas, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,b19cae5b9343448bbede9773f199a5a7
SUV_PROPANE_MD,"transport, passenger car, EURO-6ab","SUV_PROPANE_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,opnmeat43hxb6z4gbushonam69nomuvr,0.06294210686823792,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
SUV_PROPANE_MD,"transport, passenger car, EURO-6ab","SUV_PROPANE_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,opnmeat43hxb6z4gbushonam69nomuvr,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, compressed gas, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,b19cae5b9343448bbede9773f199a5a7
SUV_PROPANE_SD,"transport, passenger car, EURO-6ab","SUV_PROPANE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,0ms6pedx7vdobg1i9on15f785w5nkk3u,0.06294210686823792,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
SUV_PROPANE_SD,"transport, passenger car, EURO-6ab","SUV_PROPANE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,0ms6pedx7vdobg1i9on15f785w5nkk3u,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, compressed gas, Large SUV, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,b19cae5b9343448bbede9773f199a5a7
TIDAL,"electricity, high voltage","TIDAL, Operation",CA-QC,EnergyScope_CA-QC_2020,29kirti0qrtqy2acfzzaih1ud0yqgnrg,1.6835016835016835e-08,unit,wave energy converter platform,wave energy converter platform production,RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,8b210d7b9d3a4bf7a60a1ea0560bbff2
TRAFO_EH,"electricity, high voltage","TRAFO_EH, Operation",CA-QC,EnergyScope_CA-QC_2020,2cof5d54f3in8if3txbqrar7eh3eyakz,1.0,kilowatt hour,"electricity, high voltage","market group for electricity, high voltage",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,d14fa05180704ce8af5893b54073c9aa
TRAFO_HE,"electricity, high voltage","TRAFO_HE, Operation",CA-QC,EnergyScope_CA-QC_2020,wxio676ah0mw36olbegqrcdvali9axs4,1.0,kilowatt hour,"electricity, high voltage","market group for electricity, high voltage",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,d14fa05180704ce8af5893b54073c9aa
TRAFO_HM,"electricity, high voltage","TRAFO_HM, Operation",CA-QC,EnergyScope_CA-QC_2020,kjzqfw4umaqli6otcvs9uwptgun2lwpe,1.0,kilowatt hour,"electricity, high voltage","market group for electricity, high voltage",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,d14fa05180704ce8af5893b54073c9aa
TRAFO_LM,"electricity, low voltage","TRAFO_LM, Operation",CA-QC,EnergyScope_CA-QC_2020,ppj7goqg0q9kf4fwx8v5oazx8xjm8o1k,1.0,kilowatt hour,"electricity, low voltage","market group for electricity, low voltage",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,189c922dce1a4825bc7af2c9a121678c
TRAFO_MH,"electricity, medium voltage","TRAFO_MH, Operation",CA-QC,EnergyScope_CA-QC_2020,tpkrbhwoep3dtr77zgqkp4m5amch52af,1.0,kilowatt hour,"electricity, medium voltage","market group for electricity, medium voltage",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,34bf8e0585da444c8d2494a7244e703b
TRAFO_ML,"electricity, medium voltage","TRAFO_ML, Operation",CA-QC,EnergyScope_CA-QC_2020,32peib9l1orpzt6l86rqqmkx0hwijvgl,1.0,kilowatt hour,"electricity, medium voltage","market group for electricity, medium voltage",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,34bf8e0585da444c8d2494a7244e703b
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,3.66009801499534e-10,unit,"train, passenger, long-distance","market for train, passenger, long-distance",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,8f966c284aa52e1f90e83dfbd5a14bde
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,0.00225875199961051,kilogram,diesel,market for diesel,CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,ddfbd58a2d594c30afd5cbeecaeb4f3e
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,1.520594126912331e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,0.0007220999434325775,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,3.980693963437515e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,0.00011429533634135394,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,0.00010953561553574832,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,0.00019907738939143818,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,3.138972498164758e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,0.00019372044239640102,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,0.00011014363595105665,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,3.105444745150892e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,0.0007082208740032687,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_DIESEL_ELD,"transport, passenger train","TRAIN_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,re2aqksekv1oyg0rar7rmli6s4mfty47,0.0002491922126193911,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
